team_api_id,mean_player_rating,points_per_game
8302,78.79665071770336,1.6578947368421044
8305,75.93047581073895,1.5263157894736847
8315,75.97130515683146,1.421052631578947
8371,74.91471291866029,1.1315789473684204
8394,73.5075116769196,1.0789473684210529
8558,73.81257869554267,1.157894736842105
8633,83.34234449760766,2.5263157894736845
8634,83.66973684210527,2.6052631578947385
8661,75.75263157894737,1.6315789473684195
8696,72.98193779904307,1.0263157894736847
9783,75.55753588516747,1.2368421052631577
9864,72.94463051568317,0.9736842105263153
9865,74.35035885167467,1.1052631578947374
9867,71.01683098931903,0.9473684210526309
9868,70.68565922381713,0.8947368421052634
9869,73.97822966507175,1.0526315789473693
9906,77.8,1.2368421052631577
10205,78.57404306220094,1.4736842105263153
10267,79.85777511961722,1.86842105263158
10281,72.03704146730462,0.9473684210526309
