team_api_id,mean_player_rating,points_per_game
1773,65.09397840280089,1.2
8203,64.97130629471539,1.366666666666667
8342,70.13213081447003,1.7999999999999992
8475,64.1964895279461,1.0
8571,66.0492725855729,1.2999999999999998
8635,72.05622923025182,2.233333333333334
9984,65.32000362346614,0.46666666666666673
9985,70.00207595630634,1.6666666666666663
9986,64.4124973120131,1.133333333333333
9987,68.41158009258609,1.8333333333333341
9989,64.06626162357901,0.866666666666667
9991,67.70532115658926,1.133333333333333
9993,65.4550505884533,0.7666666666666667
9994,67.93746961313565,1.7000000000000006
9998,64.9129230706222,1.4666666666666666
10000,67.81033473855925,2.100000000000001
