team_name,team_api_id,mean_player_rating,points_per_game
Aberdeen,8485,63.9541644199532,1.2631578947368423
Celtic,9925,70.5970189207687,2.0789473684210535
Dundee FC,8284,60.707790169692075,0.7894736842105267
Dundee United,9938,64.20039814569277,1.2368421052631577
Heart of Midlothian,9860,63.61323676839566,1.157894736842105
Hibernian,10251,62.450527351815076,1.3421052631578954
Inverness Caledonian Thistle,8066,63.15912735831533,1.421052631578947
Kilmarnock,8597,61.84688408362636,1.1842105263157883
Motherwell,9927,64.57037954746313,1.6578947368421044
Ross County FC,8649,61.97405604976848,1.3947368421052622
St. Johnstone FC,8467,64.06374482061155,1.4736842105263153
St. Mirren,9800,62.45722067599043,1.0789473684210529
