team_name,team_api_id,mean_player_rating,points_per_game
1. FC Nürnberg,8165,71.23656944484114,0.7647058823529417
1. FSV Mainz 05,9905,71.66134981733452,1.558823529411766
Bayer 04 Leverkusen,8178,75.39602140520525,1.7941176470588245
Borussia Dortmund,9789,78.38775559359254,2.088235294117647
Borussia Mönchengladbach,9788,74.71530141124059,1.6176470588235292
Eintracht Braunschweig,9776,68.23972467142737,0.7352941176470583
Eintracht Frankfurt,9810,72.40788144652474,1.058823529411765
FC Augsburg,8406,70.72214078486144,1.5294117647058834
FC Bayern Munich,9823,81.78804807232495,2.6470588235294104
FC Schalke 04,10189,74.96689362117203,1.8823529411764706
Hamburger SV,9790,74.0351102145631,0.7941176470588234
Hannover 96,9904,72.778597086979,1.2352941176470582
Hertha BSC Berlin,8177,71.69015089513931,1.2058823529411762
SC Freiburg,8358,70.87176813762393,1.058823529411765
SV Werder Bremen,8697,72.82345553011265,1.1470588235294124
TSG 1899 Hoffenheim,8226,72.1759033816603,1.294117647058824
VfB Stuttgart,10269,72.94943614598482,0.9411764705882353
VfL Wolfsburg,8721,75.25199738450038,1.7647058823529418
